"Datos","urlficha"
"Wapití de Roosevelt 	Puntas de la Corona 	Cuerna Derecha	Cuerna izquierda 	0.0000	0.0000 	0.0000	0.0000 Total I	0.0000 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda 	0.0000	0.0000 	0.0000	0.0000 Total E	0.0000 	Columna 1	Columna 2	Columna 3	Columna 4 A. Nº de Puntas en el Asta Derecha	2	Nº de Puntas en la Cuerna Izquierda	2	Crédito de envergadura	Cuerna Derecha	Cuerna izquierda	Diferencia B. Distancia entre extremos de cuernas	17.2047	C. Envergadura mayor	18.0709 D. Extensión entre las varas principales	16.6535	EL CRÉDITO DE ENVERGADURA PUEDE SER IGUAL PERO NO PUEDE SUPERAR MÁS DE LA VARA PRINCIPAL	16.6535 E. Total de las longitudes de los puntos anormales				0.0000 F. Longitud de la vara principal		19.9213	19.2913	0.6300 G-1. Longitud de la primera punta		4.2520	4.0945	0.1575 G-2. Longitud de la segunda punta		0.0000	0.0000	0.0000 G-3. Longitud de la tercera punta		0.0000	0.0000	0.0000 G-4. Longitud de la cuarta punta		0.0000	0.0000	0.0000 G-5. Longitud de la quinta punta		0.0000	0.0000	0.0000 G-6. Longitud de la sexta punta, si está presente		0.0000	0.0000	0.0000 G-7. Longitud de la séptima punta, si está presente		0.0000	0.0000	0.0000 H-1. Circunferencia en el lugar más pequeño entre la primera y segunda punta		4.4488	4.5276	0.0788 H-2. Circunferencia en el lugar más pequeño entre la segunda y tercera punta		0.0000	0.0000	0.0000 H-3. Circunferencia en el lugar más pequeño entre la tercera y cuarta punta		0.0000	0.0000	0.0000 H-4. Circunferencia en el lugar más pequeño entre las puntas cuarta y quinta		0.0000	0.0000	0.0000 	Total	16.6535	28.6221	27.9134	0.8663 		AÑADIR	Columna 1	16.6535 		Columna 2	28.6221 		Columna 3	27.9134 	Total I	0.0000 	Subtotal	73.1890 	Restar columna 4	0.8663 	Total	72.3227 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Ballesta Tenpoint Carbon Fusion	✓	Flechas Indicadoras de ballesta	6.610 m (21.7 ft)	Caminando	- (Pulmón izquierdo, Hígado, Estómago, Columna vertebral 1)	De pie	Plataforma para Árbol Peso:	Tipo:	Mapa 353.400 kg (779.1 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Settler Creeks (-7009, 4550)	1 Tiempo de Captura:	Cazador:	Trophy score: 72.3227 Valor de la captura: 100 2026-03-21 15:11	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096469819"
"Carnero de Dall Medición		Columna 1	Columna 2	Columna 3 A Y B NO INTERFIEREN EN EL RESULTADO FINAL PERO SON NECESARIOS	A. Envergadura mayor (a menudo la extensión de punta a punta)	19.4488	Cuerno derecho	Cuerno izquerdo	Diferencia B. Distancia entre extremos de cuernas	19.4488 C. Longitud del cuerno	21.3386	20.0394	 D-1. Circunferencia en la Base	6.6929	7.0866	0.3937 D-2. Circunferencia en el primer cuarto	6.9685	6.7717	0.1968 D-3. Circunferencia en el segundo cuarto	6.7323	6.1417	0.5906 D-4. Circunferencia en el tercer cuarto	6.2205	6.1024	0.1181 	score	47.9528	46.1418	1.2992 		AÑADIR	Columna 1	47.9528 		Columna 2	46.1418 	Subtotal	94.0946 	Restar columna 3	1.2992 	Total	92.7954 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de cerrojo Scout 7mm-08	✓	Munición 7mm-08 (HV)	156.850 m (514.6 ft)	Parado	- (Hombro)	Tendido	Nada 2	Nefastix13	Rifle de cerrojo Scout 7mm-08	✓	Munición 7mm-08 (HP)	81.600 m (267.7 ft)	Parado	- (Pulmón derecho, Intestinos, Estómago)	Tendido	Nada Peso:	Tipo:	Mapa 85.877 kg (189.3 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 250.891	33.397% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-3066, -9197)	2 Tiempo de Captura:	Cazador:	Trophy score: 92.7954 Valor de la captura: 0 2026-03-21 13:00	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096461840"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	0	0 Total B	0 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	39.8819	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				0.0000 C. Número de puntas normales		10.0000	10.0000	0.0000 D. Ancho de la Palma		9.6063	9.7244	0.1181 E. Longitud de la Palma incluyendo la Palma Frontal		17.7953	17.6772	0.1181 F. Circunferencia de la cuerna en el lugar más pequeño		9.8425	9.1732	0.6693 	Total	39.8819	47.2441	46.5748	0.9055 		AÑADIR	Columna 1	39.8819 			47.2441 			46.5748 	Subtotal	133.7008 	Restar columna 4	0.9055 	Total	132.7953 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	264.240 m (866.9 ft)	Corriendo	-	Agazapado	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	234.940 m (770.8 ft)	Trotando	-	Agazapado	Nada Peso:	Tipo:	Mapa 585.900 kg (1291.7 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 201.243	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-3817, -8820)	2 Tiempo de Captura:	Cazador:	Trophy score: 132.7953 Valor de la captura: 0 2026-03-21 12:47	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096460813"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	0	0 Total B	0 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	27.9528	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				0.0000 C. Número de puntas normales		5.0000	5.0000	0.0000 D. Ancho de la Palma		7.4409	7.1654	0.2756 E. Longitud de la Palma incluyendo la Palma Frontal		16.2598	13.5039	2.7559 F. Circunferencia de la cuerna en el lugar más pequeño		7.3228	7.4409	0.1181 	Total	27.9528	36.0236	33.1102	3.1496 		AÑADIR	Columna 1	27.9528 			36.0236 			33.1102 	Subtotal	97.0866 	Restar columna 4	3.1496 	Total	93.9370 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	136.150 m (446.7 ft)	Corriendo	- (Columna vertebral 2)	De pie	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	121.360 m (398.2 ft)	Parado	- (Cráneo)	De pie	Nada Peso:	Tipo:	Mapa 414.768 kg (914.4 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 9.624	82.217% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-4420, -8630)	2 Tiempo de Captura:	Cazador:	Trophy score: 93.9370 Valor de la captura: 69.029 2026-03-21 12:42	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096460511"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	1	2 Total B	3 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	45.7874	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				3.0000 C. Número de puntas normales		11.0000	11.0000	0.0000 D. Ancho de la Palma		9.2520	9.0157	0.2362 E. Longitud de la Palma incluyendo la Palma Frontal		27.3622	27.4803	0.1181 F. Circunferencia de la cuerna en el lugar más pequeño		10.0787	9.4488	0.6299 	Total	45.7874	57.6929	56.9449	3.9842 		AÑADIR	Columna 1	45.7874 			57.6929 			56.9449 	Subtotal	160.4252 	Restar columna 4	3.9842 	Total	156.4408 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	121.630 m (399.0 ft)	Parado	- (Pulmón derecho, Pulmón izquierdo)	Agazapado	Nada Peso:	Tipo:	Mapa 504.144 kg (1111.4 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-4821, -8446)	1 Tiempo de Captura:	Cazador:	Trophy score: 156.4408 Valor de la captura: 100 2026-03-21 12:36	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096460046"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	0	0 Total B	0 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	33.4646	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				0.0000 C. Número de puntas normales		9.0000	9.0000	0.0000 D. Ancho de la Palma		9.9213	8.8976	1.0236 E. Longitud de la Palma incluyendo la Palma Frontal		21.5354	21.8898	0.3543 F. Circunferencia de la cuerna en el lugar más pequeño		8.9370	9.1339	0.1969 	Total	33.4646	49.3937	48.9213	1.5748 		AÑADIR	Columna 1	33.4646 			49.3937 			48.9213 	Subtotal	131.7795 	Restar columna 4	1.5748 	Total	130.2046 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	124.810 m (409.5 ft)	Caminando	- (Corazón, Pulmón derecho, Hígado, Estómago, Hombro)	Agazapado	Nada Peso:	Tipo:	Mapa 604.967 kg (1333.7 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-5229, -8508)	1 Tiempo de Captura:	Cazador:	Trophy score: 130.2046 Valor de la captura: 100 2026-03-21 12:32	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096459859"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	25.1575	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	20.9055 C. Length of Horn	13.5673	13.5075	0.0598 D-1. Circumference at Base	8.0315	7.8740	0.1575 D-2. Circumference at First Quarter Location: 3.391825	5.3150	5.5512	0.2362 D-3. Circumference at Second Quarter Location: 6.78365	3.3071	3.6220	0.3149 D-4. Circumference at Third Quarter Location: 10.175475	1.1417	0.8661	0.2756 ADD	Column 1	31.3626 Column 2	31.4208 Subtoal	62.7834 SUBTRACT Column 3	1.044 FINAL SCORE	61.7394 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	99.580 m (326.7 ft)	Parado	- (Pulmón izquierdo, Hígado, Estómago, Hombro, Cráneo)	Tendido	Nada Peso:	Tipo:	Mapa 727.692 kg (1604.3 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 5.612	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-5802, -8601)	1 Tiempo de Captura:	Cazador:	Trophy score: 61.7394 Valor de la captura: 90.646 2026-03-21 12:27	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096459407"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	28.7008	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	19.4488 C. Length of Horn	20.0157	20.8307	0.8150 D-1. Circumference at Base	14.6457	13.8189	0.8268 D-2. Circumference at First Quarter Location: 5.207675	9.5276	10.2362	0.7086 D-3. Circumference at Second Quarter Location: 10.41535	5.6693	6.4961	0.8268 D-4. Circumference at Third Quarter Location: 15.623025	2.2047	2.6378	0.4331 ADD	Column 1	52.063 Column 2	54.0197 Subtoal	106.0827 SUBTRACT Column 3	3.6103 FINAL SCORE	102.4724 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	228.810 m (750.7 ft)	Corriendo	- (Columna vertebral 3, Columna vertebral 2)	Tendido	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	206.160 m (676.4 ft)	Parado	- (Cráneo)	Tendido	Nada Peso:	Tipo:	Mapa 475.767 kg (1048.9 lbs)	Común (F) Tiempo de la herida:	Integridad del trofeo: 52.559	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-5921, -8724)	2 Tiempo de Captura:	Cazador:	Trophy score: 102.4724 Valor de la captura: 12.401 2026-03-21 12:26	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096458917"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	10.5512	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	8.1890 C. Length of Horn	11.0472	11.0185	0.0287 D-1. Circumference at Base	6.7717	6.8898	0.1181 D-2. Circumference at First Quarter Location: 2.7618	4.8031	4.4488	0.3543 D-3. Circumference at Second Quarter Location: 5.5236	2.5984	2.5197	0.0787 D-4. Circumference at Third Quarter Location: 8.2854	1.0236	0.9449	0.0787 ADD	Column 1	26.244 Column 2	25.8217 Subtoal	52.0657 SUBTRACT Column 3	0.6585 FINAL SCORE	51.4072 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	117.140 m (384.3 ft)	Caminando	- (Corazón, Pulmón derecho, Pulmón izquierdo)	Tendido	Nada Peso:	Tipo:	Mapa 377.451 kg (832.1 lbs)	Común (F) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-5920, -8832)	1 Tiempo de Captura:	Cazador:	Trophy score: 51.4071 Valor de la captura: 100 2026-03-21 12:25	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096459069"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	33.0315	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	29.6457 C. Length of Horn	13.4480	13.5642	0.1162 D-1. Circumference at Base	7.5591	7.7165	0.1574 D-2. Circumference at First Quarter Location: 3.39105	5.9449	5.5118	0.4331 D-3. Circumference at Second Quarter Location: 6.7821	3.3858	3.2677	0.1181 D-4. Circumference at Third Quarter Location: 10.17315	1.4173	0.9843	0.433 ADD	Column 1	31.7551 Column 2	31.0445 Subtoal	62.7996 SUBTRACT Column 3	1.2578 FINAL SCORE	61.5418 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	155.690 m (510.8 ft)	Corriendo	-	Tendido	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	157.910 m (518.1 ft)	Corriendo	- (Pulmón izquierdo, Hombro, Cráneo)	Tendido	Nada 3	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	136.940 m (449.3 ft)	Corriendo	- (Pulmón izquierdo, Hombro, Cráneo)	Tendido	Nada Peso:	Tipo:	Mapa 669.154 kg (1475.2 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 851.956	68.317% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-5917, -8829)	3 Tiempo de Captura:	Cazador:	Trophy score: 61.5417 Valor de la captura: 0 2026-03-21 12:23	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096457716"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	14.1339	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	10.7480 C. Length of Horn	11.2224	11.0150	0.2074 D-1. Circumference at Base	6.3386	6.7323	0.3937 D-2. Circumference at First Quarter Location: 2.8056	4.4488	4.8425	0.3937 D-3. Circumference at Second Quarter Location: 5.6112	2.6378	2.9528	0.315 D-4. Circumference at Third Quarter Location: 8.4168	1.0630	1.1811	0.1181 ADD	Column 1	25.7106 Column 2	26.7237 Subtoal	52.4343 SUBTRACT Column 3	1.4279 FINAL SCORE	51.0064 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	131.280 m (430.7 ft)	Parado	-	De pie	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	179.670 m (589.5 ft)	Corriendo	-	De pie	Nada 3	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	149.040 m (489.0 ft)	Trotando	-	Tendido	Nada Peso:	Tipo:	Mapa 413.695 kg (912.0 lbs)	Común (F) Tiempo de la herida:	Integridad del trofeo: 88.07	68.752% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-5924, -9044)	3 Tiempo de Captura:	Cazador:	Trophy score: 51.0063 Valor de la captura: 0 2026-03-21 12:20	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096458638"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	0	0 Total B	0 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	35.2362	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				0.0000 C. Número de puntas normales		6.0000	6.0000	0.0000 D. Ancho de la Palma		7.7559	7.1260	0.6299 E. Longitud de la Palma incluyendo la Palma Frontal		18.9370	20.1181	1.1811 F. Circunferencia de la cuerna en el lugar más pequeño		7.3228	7.8740	0.5512 	Total	35.2362	40.0157	41.1181	2.3622 		AÑADIR	Columna 1	35.2362 			40.0157 			41.1181 	Subtotal	116.3701 	Restar columna 4	2.3622 	Total	114.0078 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	279.100 m (915.7 ft)	Parado	- (Pulmón derecho, Pulmón izquierdo, Hombro)	Tendido	Nada Peso:	Tipo:	Mapa 455.686 kg (1004.6 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 5.196	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-6402, -9220)	1 Tiempo de Captura:	Cazador:	Trophy score: 114.0078 Valor de la captura: 91.34 2026-03-21 12:16	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096458435"
"Alce 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda Número De puntas	1	1 Total B	2 	Columna 1	Columna 2	Columna 3	Columna 4 A. Envergadura Mayor	45.9449	Cuerna Derecha	Cuerna izquierda	Diferencia B. Número de puntas anormales en ambas astas				2.0000 C. Número de puntas normales		3.0000	3.0000	0.0000 D. Ancho de la Palma		4.1732	4.1732	0.0000 E. Longitud de la Palma incluyendo la Palma Frontal		12.3228	12.1260	0.1969 F. Circunferencia de la cuerna en el lugar más pequeño		6.3780	6.4567	0.0787 	Total	45.9449	25.8740	25.7559	2.2756 		AÑADIR	Columna 1	45.9449 			25.8740 			25.7559 	Subtotal	97.5748 	Restar columna 4	2.2756 	Total	95.2993 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	117.370 m (385.1 ft)	Parado	- (Pulmón derecho, Pulmón izquierdo)	Tendido	Nada Peso:	Tipo:	Mapa 517.563 kg (1141.0 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-6388, -9486)	1 Tiempo de Captura:	Cazador:	Trophy score: 95.2993 Valor de la captura: 100 2026-03-21 12:12	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096458112"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	23.3465	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	20.5512 C. Length of Horn	12.0169	12.2874	0.2705 D-1. Circumference at Base	7.5197	7.5984	0.0787 D-2. Circumference at First Quarter Location: 3.07185	5.2362	5.0000	0.2362 D-3. Circumference at Second Quarter Location: 6.1437	3.2677	3.3858	0.1181 D-4. Circumference at Third Quarter Location: 9.21555	0.8661	1.0630	0.1969 ADD	Column 1	28.9066 Column 2	29.3346 Subtoal	58.2412 SUBTRACT Column 3	0.9004 FINAL SCORE	57.3408 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	114.520 m (375.7 ft)	Parado	- (Pulmón izquierdo, Hombro)	De pie	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	126.500 m (415.0 ft)	Corriendo	- (Pulmón izquierdo, Hombro)	De pie	Nada Peso:	Tipo:	Mapa 639.719 kg (1410.3 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 6.486	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-6248, -9532)	2 Tiempo de Captura:	Cazador:	Trophy score: 57.3409 Valor de la captura: 89.19 2026-03-21 12:10	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096457318"
"Bisonte 	COLUMN 1	COLUMN 2	COLUMN 3 A. Greatest Spread (not added to score)	31.9291	Right Horn	Left Horn	Difference B. Tip to Tip Spread (not added to score)	23.8976 C. Length of Horn	20.9720	19.4055	1.5665 D-1. Circumference at Base	14.9606	14.8819	0.0787 D-2. Circumference at First Quarter Location: 5.243	10.6693	10.4724	0.1969 D-3. Circumference at Second Quarter Location: 10.486	6.2205	6.3386	0.1181 D-4. Circumference at Third Quarter Location: 15.729	1.5354	2.7165	1.1811 ADD	Column 1	54.3578 Column 2	53.8149 Subtoal	108.1727 SUBTRACT Column 3	3.1413 FINAL SCORE	105.0314 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	132.140 m (433.5 ft)	Corriendo	- (Columna vertebral 2, Hombro)	Tendido	Nada 2	Nefastix13	Rifle de Cerrojo Weatherby Magnum .340	✓	Munición .340 Weatherby Magnum	123.380 m (404.8 ft)	Caminando	-	Tendido	Nada Peso:	Tipo:	Mapa 732.098 kg (1614.0 lbs)	Común (M) Tiempo de la herida:	Integridad del trofeo: 23.208	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-6235, -9719)	2 Tiempo de Captura:	Cazador:	Trophy score: 105.0315 Valor de la captura: 61.32 2026-03-21 12:08	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096457733"
"Ciervo Sitka 	Puntos anormales 	Cuerna Derecha	Cuerna izquierda 	0.0000	0.0000 	0.0000	0.0000 	0.0000	0.0000 	0.0000	0.0000 	0.0000	0.0000 	0.0000	0.0000 Subtotales	0	0 Total E	0.0000 	Columna 1	Columna 2	Columna 3	Columna 4 A. Nº de Puntas en el Asta Derecha	0	Nº de Puntas en la Cuerna Izquierda	0	Crédito de envergadura	Cuerna Derecha	Cuerna izquierda	Diferencia B. Distancia entre extremos de cuernas	0.0000	C. Envergadura mayor	0.0000 D. Extensión entre las varas principales	0.0000	EL CRÉDITO DE ENVERGADURA PUEDE SER IGUAL PERO NO PUEDE SUPERAR MÁS DE LA VARA PRINCIPAL	0.0000 E. Total de las longitudes de los puntos anormales				0.0000 F. Longitud de la vara principal		0.0000	0.0000	0.0000 G-1. Longitud de la primera punta, si está presente		0.0000	0.0000	0.0000 G-2. Longitud de la segunda punta		0.0000	0.0000	0.0000 G-3. Longitud de la tercera punta, si está presente		0.0000	0.0000	0.0000 G-4. Longitud de la cuarta punta, si está presente		0.0000	0.0000	0.0000 H-1. Circunferencia en el lugar más pequeño entre la roseta y la primera punta		0.0000	0.0000	0.0000 H-2. Circunferencia en el lugar más pequeño entre la primera y segunda punta		0.0000	0.0000	0.0000 H-3. Circunferencia en el lugar más pequeño entre la vara principal y la tercera punta		0.0000	0.0000	0.0000 H-4. Circunferencia en el lugar más pequeño entre la segunda y cuarta punta		0.0000	0.0000	0.0000 	Total	0.0000	0	0	0.0000 		AÑADIR	Columna 1	0.0000 		Columna 2	0.0000 		Columna 3	0.0000 	Subtotal	0.0000 	Restar columna 4	0.0000 	Total	0.0000 #	Cazador:	Arma	Visor	Munición	Distancia del Disparo	Estado del animal	Parte del cuerpo	Postura	Plataforma 1	Nefastix13	Arco Compuesto ""Parker Python""	✓	Flechas trazadoras Arco Compuesto	37.850 m (124.2 ft)	Parado	- (Columna vertebral 1)	Agazapado	Nada Peso:	Tipo:	Mapa 31.604 kg (69.7 lbs)	Común (F) Tiempo de la herida:	Integridad del trofeo: 0	100% Lugar donde se realizó el tiro del jugador:	Disparos:	PUNTUACIÓN FINAL Whiterime Ridge (-4930, -9704)	1 Tiempo de Captura:	Cazador:	Trophy score: 0.0000 Valor de la captura: 100 2026-03-21 11:54	Nefastix13","https://www.thehunter.com/#profile/Nefastix13/score/1096456003"
